sample	bampath	samplePASS	bamUSE
C549_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G9_R1-GRCh38.bam	FAIL	NO
C549_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_B1_R1-GRCh38.bam	PASS	COMBINE
C549_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_B1_R2-GRCh38.bam	PASS	COMBINE
C549_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_G10_R1-GRCh38.bam	FAIL	NO
C549_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_G4_R1-GRCh38.bam	FAIL	NO
C549_B1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_G5_R1-GRCh38.bam	PASS	USE
C549_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_G7_R1-GRCh38.bam	FAIL	NO
C549_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_G8_R1-GRCh38.bam	FAIL	NO
C549_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_B1_G9_R1-GRCh38.bam	FAIL	NO
C549_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_C1_G10_R1-GRCh38.bam	PASS	USE
C549_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_C1_G5_R1-GRCh38.bam	FAIL	NO
C549_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_C1_G7_R1-GRCh38.bam	PASS	USE
C549_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_C1_G8_R1-GRCh38.bam	FAIL	NO
C549_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_D1_B1_R1-GRCh38.bam	PASS	USE
C549_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_D1_G10_R1-GRCh38.bam	PASS	USE
C549_D1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_D1_G2_R1-GRCh38.bam	PASS	USE
C549_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_D1_G4_R1-GRCh38.bam	FAIL	NO
C549_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_D1_G9_R1-GRCh38.bam	FAIL	NO
C549_E1_B2	/SAN/colcc/EPICC/epicc_pipeline/data/C549/small_rna/star_alignment/validated/EPICC_C549_E1_B2_S1-GRCh38.bam	FAIL	NO
C550_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_A1_B1_R1-GRCh38.bam	PASS	USE
C550_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_A1_G1_R1-GRCh38.bam	PASS	USE
C550_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_A1_G2_R1-GRCh38.bam	PASS	USE
C550_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_A1_G7_R1-GRCh38.bam	PASS	USE
C550_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G10_R1-GRCh38.bam	FAIL	NO
C550_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G10_R2-GRCh38.bam	FAIL	NO
C550_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G1_R1-GRCh38.bam	PASS	USE
C550_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G2_R1-GRCh38.bam	FAIL	NO
C550_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G7_R1-GRCh38.bam	FAIL	NO
C550_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G9_R1-GRCh38.bam	PASS	COMBINE
C550_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_B1_G9_R2-GRCh38.bam	PASS	COMBINE
C550_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_B1_R1-GRCh38.bam	PASS	USE
C550_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G10_R1-GRCh38.bam	PASS	NO
C550_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G10_R2-GRCh38.bam	PASS	USE
C550_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G1_R1-GRCh38.bam	PASS	USE
C550_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G3_R1-GRCh38.bam	FAIL	NO
C550_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G4_R1-GRCh38.bam	FAIL	NO
C550_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G5_R1-GRCh38.bam	FAIL	NO
C550_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G6_R1-GRCh38.bam	FAIL	NO
C550_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G7_R1-GRCh38.bam	PASS	USE
C550_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_C1_G8_R1-GRCh38.bam	FAIL	NO
C550_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_D1_B1_R1-GRCh38.bam	PASS	USE
C550_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_D1_G10_R1-GRCh38.bam	PASS	USE
C550_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_D1_G5_R1-GRCh38.bam	PASS	USE
C550_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_D1_G8_R1-GRCh38.bam	PASS	USE
C550_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_D1_G9_R1-GRCh38.bam	PASS	USE
C550_E1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C550/rna/star_alignment/validated/EPICC_C550_E1_G3_R1-GRCh38.bam	PASS	USE
C551_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_B1_R1-GRCh38.bam	PASS	USE
C551_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G10_R1-GRCh38.bam	PASS	USE
C551_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G1_R1-GRCh38.bam	PASS	USE
C551_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G2_R1-GRCh38.bam	PASS	USE
C551_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G3_R1-GRCh38.bam	PASS	USE
C551_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G4_R1-GRCh38.bam	PASS	NO
C551_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G4_R2-GRCh38.bam	PASS	USE
C551_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G5_R1-GRCh38.bam	PASS	NO
C551_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G5_R2-GRCh38.bam	PASS	USE
C551_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G6_R1-GRCh38.bam	PASS	NO
C551_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G6_R2-GRCh38.bam	PASS	USE
C551_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G7_R1-GRCh38.bam	PASS	USE
C551_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G8_R1-GRCh38.bam	PASS	USE
C551_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_A1_G9_R1-GRCh38.bam	PASS	USE
C551_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_B1_R1-GRCh38.bam	PASS	USE
C551_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G10_R1-GRCh38.bam	PASS	USE
C551_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G1_R1-GRCh38.bam	PASS	USE
C551_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G2_R1-GRCh38.bam	PASS	USE
C551_B1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G3_R1-GRCh38.bam	FAIL	NO
C551_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G4_R1-GRCh38.bam	PASS	USE
C551_B1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G5_R1-GRCh38.bam	PASS	NO
C551_B1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G5_R2-GRCh38.bam	PASS	USE
C551_B1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G6_R1-GRCh38.bam	PASS	USE
C551_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G7_R1-GRCh38.bam	PASS	NO
C551_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G7_R2-GRCh38.bam	PASS	USE
C551_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G8_R1-GRCh38.bam	PASS	USE
C551_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G9_R1-GRCh38.bam	PASS	NO
C551_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_B1_G9_R2-GRCh38.bam	PASS	USE
C551_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_B1_R1-GRCh38.bam	PASS	USE
C551_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G10_R1-GRCh38.bam	PASS	USE
C551_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G1_R1-GRCh38.bam	PASS	USE
C551_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G2_R1-GRCh38.bam	PASS	USE
C551_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G3_R1-GRCh38.bam	PASS	USE
C551_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G4_R1-GRCh38.bam	PASS	USE
C551_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G5_R1-GRCh38.bam	PASS	USE
C551_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G6_R1-GRCh38.bam	PASS	USE
C551_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G7_R1-GRCh38.bam	PASS	USE
C551_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G8_R1-GRCh38.bam	PASS	USE
C551_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_C1_G9_R1-GRCh38.bam	PASS	USE
C551_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_B1_R1-GRCh38.bam	PASS	USE
C551_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G10_R1-GRCh38.bam	FAIL	NO
C551_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G1_R1-GRCh38.bam	FAIL	NO
C551_D1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G2_R1-GRCh38.bam	PASS	USE
C551_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G3_R1-GRCh38.bam	PASS	USE
C551_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G4_R1-GRCh38.bam	PASS	USE
C551_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G5_R1-GRCh38.bam	FAIL	NO
C551_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G5_R2-GRCh38.bam	FAIL	NO
C551_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G6_R1-GRCh38.bam	PASS	NO
C551_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G6_R2-GRCh38.bam	PASS	USE
C551_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G7_R1-GRCh38.bam	FAIL	NO
C551_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G8_R1-GRCh38.bam	FAIL	NO
C551_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_D1_G9_R1-GRCh38.bam	PASS	USE
C551_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_E1_B1_R1-GRCh38.bam	FAIL	NO
C551_E1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_E1_G1_R1-GRCh38.bam	PASS	USE
C551_E1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_E1_G2_R1-GRCh38.bam	FAIL	NO
C551_E1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C551/rna/star_alignment/validated/EPICC_C551_E1_G3_R1-GRCh38.bam	PASS	USE
C552_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_A1_B1_R1-GRCh38.bam	PASS	COMBINE
C552_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_A1_B1_R2-GRCh38.bam	PASS	COMBINE
C552_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_A1_G4_R1-GRCh38.bam	PASS	USE
C552_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_B1_R1-GRCh38.bam	PASS	USE
C552_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_G10_R1-GRCh38.bam	FAIL	NO
C552_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_G2_R1-GRCh38.bam	FAIL	NO
C552_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_G4_R1-GRCh38.bam	PASS	USE
C552_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_G8_R1-GRCh38.bam	FAIL	NO
C552_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_G9_R1-GRCh38.bam	FAIL	NO
C552_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_B1_G9_R2-GRCh38.bam	FAIL	NO
C552_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_C1_B1_R1-GRCh38.bam	PASS	USE
C552_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_C1_G3_R1-GRCh38.bam	PASS	USE
C552_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_C1_G5_R1-GRCh38.bam	PASS	USE
C552_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_C1_G8_R1-GRCh38.bam	FAIL	NO
C552_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_C1_G9_R1-GRCh38.bam	FAIL	NO
C552_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_B1_R1-GRCh38.bam	PASS	USE
C552_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G10_R1-GRCh38.bam	PASS	NO
C552_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G10_R2-GRCh38.bam	PASS	USE
C552_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G1_R1-GRCh38.bam	PASS	NO
C552_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G1_R2-GRCh38.bam	PASS	USE
C552_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G3_R1-GRCh38.bam	FAIL	NO
C552_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G4_R1-GRCh38.bam	FAIL	NO
C552_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G5_R1-GRCh38.bam	PASS	USE
C552_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G6_R1-GRCh38.bam	PASS	USE
C552_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G7_R1-GRCh38.bam	PASS	USE
C552_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G8_R1-GRCh38.bam	PASS	USE
C552_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_D1_G9_R1-GRCh38.bam	PASS	USE
C552_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C552/rna/star_alignment/validated/EPICC_C552_E1_B1_R1-GRCh38.bam	PASS	USE
C554_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_A1_B1_R1-GRCh38.bam	FAIL	NO
C554_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_A1_G10_R1-GRCh38.bam	FAIL	NO
C554_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_A1_G10_R2-GRCh38.bam	FAIL	NO
C554_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_A1_G6_R1-GRCh38.bam	PASS	USE
C554_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_A1_G9_R1-GRCh38.bam	FAIL	NO
C554_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_B1_B1_R1-GRCh38.bam	PASS	USE
C554_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_B1_G10_R1-GRCh38.bam	PASS	USE
C554_B1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_B1_G6_R1-GRCh38.bam	FAIL	NO
C554_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_B1_G7_R1-GRCh38.bam	PASS	USE
C554_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_B1_G8_R1-GRCh38.bam	PASS	USE
C554_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_B1_G9_R1-GRCh38.bam	PASS	USE
C554_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_B1_R1-GRCh38.bam	PASS	USE
C554_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G10_R1-GRCh38.bam	PASS	USE
C554_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G3_R1-GRCh38.bam	PASS	USE
C554_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G5_R1-GRCh38.bam	PASS	USE
C554_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G6_R1-GRCh38.bam	PASS	USE
C554_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G7_R1-GRCh38.bam	PASS	USE
C554_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G8_R1-GRCh38.bam	PASS	USE
C554_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_C1_G9_R1-GRCh38.bam	PASS	USE
C554_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_B1_R1-GRCh38.bam	PASS	COMBINE
C554_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_B1_R2-GRCh38.bam	PASS	COMBINE
C554_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_G10_R1-GRCh38.bam	FAIL	NO
C554_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_G10_R2-GRCh38.bam	FAIL	NO
C554_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_G1_R1-GRCh38.bam	PASS	COMBINE
C554_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_G1_R2-GRCh38.bam	PASS	COMBINE
C554_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_G4_R1-GRCh38.bam	PASS	USE
C554_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_D1_G5_R1-GRCh38.bam	FAIL	NO
C554_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C554/rna/star_alignment/validated/EPICC_C554_E1_B1_R1-GRCh38.bam	PASS	USE
C555_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C555/rna/star_alignment/validated/EPICC_C555_A1_G10_R1-GRCh38.bam	FAIL	NO
C555_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C555/rna/star_alignment/validated/EPICC_C555_A1_G10_R2-GRCh38.bam	FAIL	NO
C555_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C555/rna/star_alignment/validated/EPICC_C555_B1_G4_R1-GRCh38.bam	FAIL	NO
C555_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C555/rna/star_alignment/validated/EPICC_C555_C1_G1_R1-GRCh38.bam	FAIL	NO
C555_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C555/rna/star_alignment/validated/EPICC_C555_C1_G1_R2-GRCh38.bam	FAIL	NO
C555_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C555/rna/star_alignment/validated/EPICC_C555_C1_G2_R1-GRCh38.bam	PASS	USE
C559_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_B1_R1-GRCh38.bam	PASS	USE
C559_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G10_R1-GRCh38.bam	PASS	USE
C559_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G1_R1-GRCh38.bam	PASS	USE
C559_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G2_R1-GRCh38.bam	PASS	USE
C559_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G3_R1-GRCh38.bam	PASS	USE
